"instance_id","article_url","timestamp","subject","id","top_sentence","sender","tags_"
"","https://www.wsj.com/articles/luiz-inacio-lula-da-silva-former-brazilian-president-convicted-of-corruption-1499881265","2017-07-12T14:30:05-04:00","WSJ NEWS ALERT: Brazilian Ex-President Lula da Silva Gets Prison Term for Corruption","59666abacd4d7449e7000011","Brazilian Ex-President Lula da Silva Gets Prison Term for Corruption Luiz Inacio Lula da Silva Brazil's most popular president in history was sentenced to 9½ years in prison for corruption dealing a heavy blow to his leftist Workers' Party and its chances of regaining control over Latin America's biggest country in elections next year. ","WSJ.com","['chances' 'workers' 'wsj news alert brazilian ex-president lula' 'da' 'country' 'silva' 'party' 'verdict' silva brazil's 'heavy blow' 'elections' 'vast graft' 'brazilian ex-president lula' 'prison term' 'luiz inacio lula' 'prison' 'corruption' '9½ years' 'leftist' 'five' 'high-profile sentence' 'ruling' 'mr' 'popular president']"
"","https://www.wsj.com/articles/russian-officials-overheard-discussing-trump-associates-before-campaign-began-1499890354","2017-07-12T16:25:06-04:00","WSJ NEWS ALERT: Russian Officials Were Overheard Discussing Trump Associates Before Campaign Began","596685bbcd4d7449e7000013","Russian Officials Were Overheard Discussing Trump Associates Before Campaign Began U.S. intelligence agencies starting in the spring of 2015 detected conversations in which Russian government officials discussed associates of Donald Trump several months before he declared his candidacy for president according to current and former U.S. officials. ","WSJ.com","['people said' 'business associates' 'campaign began u.s.' 'overheard conversations' 'donald trump' 'presidential aspirations' 'connection' 'meetings' 'russian officials' 'officials' 'advisers' 'cases' 'associates' 'trump' 'spring' 'were overheard discussing trump associates' 'conversations' 'u.s.' 'candidacy' 'months' 'russian government officials' 'intelligence agencies' 'campaign began' '2015']"
"","https://www.wsj.com/articles/nobel-laureate-liu-xiaobo-who-fought-for-democracy-in-china-dies-at-61-1499953234","2017-07-13T09:52:20-04:00","WSJ NEWS ALERT: Nobel Laureate Liu Xiaobo Who Fought for Democracy in China Dies at 61","59677b31cd4d7449e700001e","Nobel Laureate Liu Xiaobo Who Fought for Democracy in China Dies at 61 Nobel Peace laureate Liu Xiaobo who embodied the hopes of China's 1989 Tiananmen Square democracy movement long after the protests were crushed died in detention after a battle with liver cancer according to a government statement. ","WSJ.com","['international calls' 'square democracy movement' 'internet since' 'interference' 'international acclaim' 'liver cancer' '2010' '2008' 'tiananmen' 'own country' 'custody' 'peaceful' 'criminal' 'manifesto' 'role' 'crushed' 'wsj news alert nobel laureate liu xiaobo who fought' 'judicial affairs' 'protests' 'media' 'nobel' 'government' 'nobel laureate liu xiaobo who fought' 'mr. liu' 'political change' 'government statement' 'democracy' 'liu xiaobo' 'release' 'years old' 'china dies' 'censors' 'peace laureate' '61' 'battle' '1989' 'detention']"
"","https://www.wsj.com/articles/revised-senate-gop-legislation-will-allow-insurers-to-sell-cheaper-plans-with-fewer-benefits-1499962456","2017-07-13T12:36:11-04:00","WSJ NEWS ALERT: New Senate Health-Care Bill Would Allow Sale of Bare-Bones Plans","5967a184cd4d7449e7000032","New Senate Health-Care Bill Would Allow Sale of Bare-Bones Plans Senate Republican leaders released revised legislation that would topple major parts of the Affordable Care Act impose steep cuts on Medicaid and allow insurers to sell cheaper plans that don't meet the current law's regulations. ","WSJ.com","['senators' current law's regulations 'moderates' 'medicaid' 'impose' 'premiums' 'topple major parts' 'millions' 'leaders' 'full repeal' 'insurers' 'deep cuts' 'new senate' 'aca' 'part' 'steep cuts' 'bare-bones plans' 'health-care bill' 'calls' 'care act' 'bill' 'senate' 'revisions aim' 'billions' 'allow sale' 'strip coverage' 'dollars' 'centrist gop lawmakers' 'legislation' 'shaky individual insurance market']"
"","https://www.wsj.com/articles/manulife-exploring-ipo-or-spinoff-for-john-hancock-unit-1499963316","2017-07-13T12:45:58-04:00","WSJ NEWS ALERT: Manulife Explores IPO or Spinoff for John Hancock Unit","5967a3d9cd4d7449e7000034","Manulife Explores IPO or Spinoff for John Hancock Unit Canadian insurer Manulife Financial is exploring a possible initial public offering or spinoff of its John Hancock Financial Services unit according to people familiar with the plans. ","WSJ.com","['billion' '2004' '10.3' 'manulife financial' 'canadian insurer' 'manulife' 'boston-based' 'services' 'john hancock' 'wsj news alert manulife explores ipo' 'manulife explores ipo' 'pressure' 'possible initial public offering' 'company' 'unit' 'shareholders' 'u.s.' 'insurer' '1862' 'spinoff' 'john hancock financial']"
"","https://www.wsj.com/articles/j-p-morgans-profit-revenue-rise-1500029773","2017-07-14T07:10:32-04:00","WSJ NEWS ALERT: J.P. Morgan's Profit Revenue Rise","5968a6b3cd4d741d08000006","J.P. Morgan's Profit Revenue Rise J.P. Morgan Chase said its second-quarter profit rose as a boost from lending offset weaker trading results for the nation's biggest bank by assets. ","WSJ.com","['thomson reuters' 'boost' 'period' '6.2 billion' '1.55' '1.58' 'rise j.p. morgan chase' 'offset' 'results' 'second-quarter profit' wsj news alert j.p. morgan's profit 'earnings' '1.82' '2016' '7.03 billion' 'bank' 'assets' 'revenue' 'share' j.p. morgan's profit 'compares' 'analysts' 'profit']"
"","https://blogs.wsj.com/moneybeat/2017/07/14/j-p-morgan-wells-fargo-and-citi-report-2q-earnings-live-analysis/","2017-07-14T08:26:36-04:00","WSJ NEWS ALERT: Citi Wells Fargo Report Stronger-Than-Expected Earnings","5968b896cd4d741d0800000a","Citigroup reported a surprising increase in revenue as its trading desk saw a smaller-than-anticipated drop-off in activity. ","WSJ.com","['analyst expectations' 'wells fargo' 'citigroup' 'revenue' 'stronger-than-expected earnings' 'j.p. morgan chase' 'wsj news alert citi wells fargo' 'second-quarter profits' 'surprising increase' 'profit' 'drop-off' 'activity' 'stronger-than-expected earnings citigroup' 'desk' 'citi wells fargo' '3']"
"","https://www.wsj.com/articles/at-t-ceo-to-separate-telecom-media-businesses-after-time-warner-merger-1500042370","2017-07-14T10:50:41-04:00","WSJ NEWS ALERT: AT&T to Separate Media Unit Telecom Business After Time Warner Merger","5968da54cd4d741d0800000f","AT&T to Separate Media Unit Telecom Business After Time Warner Merger AT&T will separate its media assets from its telecom operations after its planned takeover of Time Warner and will put veteran AT&T executive John Stankey in charge of the media business according to people familiar with the matter. ","WSJ.com","['charge' 'telecom operations' att's 'warner' 'turner' 'takeover' 'assets' 'ceo' 'business' 'run' 'hbo warner bros' 'wsj news alert att' 'media business' 'directv' 'cable unit' 'satellite-tv operation' 'separate media unit telecom' 'john stankey' 'executive' 'chairman' 'wireless business' 'telecom business' 'people said' 'att' 'matter' 'veteran' 'company veteran' 'john donovan' 'reorganization' 'media assets' 'randall stephenson']"
"","https://www.wsj.com/articles/startup-that-got-a-seat-at-white-house-roundtable-is-part-owned-by-kushner-family-1500045800","2017-07-14T12:05:27-04:00","WSJ NEWS ALERT: Startup That Got a Seat at White House Roundtable Is Part-Owned by Jared Kushner's Brother","5968ebe4cd4d741d08000011","Startup That Got a Seat at White House Roundtable Is Part-Owned by Jared Kushner's Brother A White House technology summit last month featured leaders of the country's largest companies including Apple Amazon and Microsoft. ","WSJ.com","['brother' 'ceo' 'white house technology summit' 'apple amazon' jared kushner's brother 'less-prominent figure' 'white house' 'opengov' 'startup' 'microsoft' 'wsj news alert startup' jared kushner's 'seat' 'small startup' 'leaders' 'companies' 'got' '»' 'part-owned']"
"","https://www.wsj.com/articles/sprint-executives-have-engaged-warren-buffett-about-investment-1500055560","2017-07-14T14:24:16-04:00","WSJ NEWS ALERT: Sprint's Chairman Met With Buffett and Malone to Discuss Possible Investment","59690c69cd4d741d08000018","Sprint's Chairman Met With Buffett and Malone to Discuss Possible Investment Sprint Chairman Masayoshi Son has engaged Warren Buffett and cable mogul John Malone in discussions about participating in a deal with the wireless company people familiar with the situation say. ","WSJ.com","['annual gathering' 'investors' 'sprint' 'situation say' 'chairman' 'billionaire' 'sun valley idaho' 'liberty broadband' 'charter communications' wsj news alert sprint's 'warren buffett' 'cable mogul' 'discussions' 'buffett' 'masayoshi' sprint's 'possible investment' 'berkshire hathaway' 'discuss' 'boss' 'malone' 'people said' 'met' 'mr. malone' 'one' 'son' 'john malone' 'ceos' 'wireless company people']"
"","https://www.wsj.com/articles/roger-federer-wins-wimbledon-for-19th-grand-slam-title-1500217082","2017-07-16T11:07:59-04:00","WSJ NEWS ALERT: Roger Federer Wins Wimbledon for 19th Grand Slam Title","596b8163cd4d744a04000016","Roger Federer Wins Wimbledon for 19th Grand Slam Title In a match that was more of a coronation than a competition Roger Federer dismantled Marin Cilic to win his 19th grand-slam title as England's future king and queen watched from Centre Court's royal box. ","WSJ.com","['6-3 6-1' 'coronation' 'slam title' 'queen' england's '6-4' 'roger federer wins wimbledon' centre court's 'birthday' 'grand-slam title' 'weeks' 'match' 'wsj news alert roger federer wins wimbledon' 'career' federer's 'competition' 'royal box' 'three' 'roger federer' 'win' 'future king' 'marin cilic']"
"","https://www.wsj.com/articles/trian-to-launch-proxy-fight-against-p-g-1500264242","2017-07-17T00:10:20-04:00","WSJ NEWS ALERT: Trian to Launch Proxy Fight Against P&G","596c38afcd4d744a0400002a","Trian to Launch Proxy Fight Against P&G Investor Nelson Peltz plans to launch a fight for a board seat at Procter & Gamble in an effort to jolt the consumer-products giant whose sales and profit growth stalled according to people familiar with the matter. ","WSJ.com","['gamble' 'market value' 'support' 'launch' 'move' 'launch proxy fight against pg' 'effort' 'shareholders' 'pg' 'board seat' 'company' 'procter' 'sales' 'profit growth stalled' 'mark' 'new milestone' 'fight' mr. peltz's trian fund management 'wsj news alert trian' 'matter' 'shareholder-activism movement' 'launch proxy fight against pg investor nelson peltz' 'proxy fight' 'gain' '222 billion' 'consumer-products giant' 'win which' 'trian']"
"","https://www.wsj.com/articles/two-more-gop-senators-oppose-health-care-bill-1500339268","2017-07-17T21:10:37-04:00","WSJ NEWS ALERT: Two More GOP Senators Oppose Health-Care Bill","596d6013cd4d744a04000031","Mike Lee of Utah and Jerry Moran of Kansas said they would oppose the Republican health-care overhaul leaving Senate GOP leaders short of the votes needed to advance the bill and likely derailing President Donald Trump's top legislative push of his first year in office. ","WSJ.com","['vice president' 'mike lee' '50' 'oppose health-care bill' 'oppose health-care bill republican' 'vote' 'support' 'sens' 'health-care overhaul' 'care act' 'gop' 'defection' 'gop bill' 'gop votes' 'leader' 'kansas' 'bill' 'jerry moran' 'senators' 'mike pence' 'lee' donald trump's 'utah' 'senate majority' 'mitch mcconnell' 'moran' 'votes' 'senate gop leaders' '52']"
"","https://www.wsj.com/articles/gop-senate-leader-mcconnell-abandons-health-care-bill-1500348064","2017-07-18T00:20:38-04:00","WSJ NEWS ALERT: GOP Senate Leaders Abandon Health-Care Bill","596d8ca4cd4d744a0400003f","GOP Senate Leaders Abandon Health-Care Bill Senate GOP leaders gave up on their effort to dismantle and simultaneously replace much of the Affordable Care Act after the defections of two more Republican senators left the party short of the votes needed to pass President Donald Trump's top legislative priority in his first year in office. ","WSJ.com","['mike lee' 'abandon health-care bill' 'senators' 'senate' 'majority' 'bill' 'jerry moran' 'dismantle' 'aca' 'mitch mcconnell' 'defections' 'care act' donald trump's 'kansas' 'senate gop leaders' 'long odds senate' 'strategy' 'version' 'sens' 'utah' 'votes' 'unravel' 'effort' 'top legislative priority' 'gop senate' 'leader' 'party' 'gop bill']"
"","https://www.wsj.com/articles/bank-of-america-results-beat-expectations-1500375040","2017-07-18T07:10:25-04:00","WSJ NEWS ALERT: Bank of America's Earnings Revenue Grow More Than Expected","596decafcd4d744a04000042","Bank of America's Earnings Revenue Grow More Than Expected Bank of America said its second-quarter profit rose as rising short-term interest rates offset a trading slump. ","WSJ.com","['grow' 'bank' '5.27' 'per-share' 'earnings' 'slump' '21.51' 'america' '46' 'analysts' 'cents' 'charlotte n.c.' 'profit' 'quarterly' 'billion' 'year ago' 'second-quarter profit' 'short-term interest rates offset' 'than expected' '21.78 billion.' 'revenue' 'share' '4.78' '43' '23.07 billion']"
"","https://www.wsj.com/articles/goldman-sachs-reports-surprise-profit-increase-1500378105","2017-07-18T08:06:52-04:00","WSJ NEWS ALERT: Goldman Sachs Reports Surprise Profit Increase","596df9f2cd4d744a04000044","Goldman Sachs Reports Surprise Profit Increase Goldman Sachs reported a surprise increase in second-quarter profit despite tough conditions in its core trading businesses. ","WSJ.com","['wall street firm' 'goldman sachs' 'analysts' 'wsj news alert goldman sachs' 'analyst expectations' 'earnings' '3.95' 'surprise increase' 'core' 'quarter' '3.39' 'businesses' 'second-quarter profit' 'tough conditions' 'surprise profit' '3.72' 'share' '7.52 billion.' 'year ago' '7.93' '7.89' 'billion' 'average']"
"","https://www.wsj.com/articles/gops-health-law-repeal-plan-faces-immediate-obstacles-1500394299","2017-07-18T13:48:13-04:00","WSJ NEWS ALERT: GOP Short of Votes Needed in Effort to Repeal Health Law","596e49f0cd4d747d9d00000b","Susan Collins of Maine Shelley Moore Capito of West Virginia and Lisa Murkowski of Alaska all said they would oppose simply rolling back the ACA quickly crippling the plan by Senate Majority Leader Mitch McConnell (R. Ky.) to put Republicans on the record trying to deliver on their yearslong promise to dismantle the health law. ","WSJ.com","['trio' 'effort' 'leader' 'replacement' 'health law' 'yearslong' 'gop' 'virginia' 'mitch mcconnell' 'alaska' 'senate' 'act' 'ky' 'repeal' 'votes needed' 'lisa murkowski' 'record' 'health law senate gop leaders' 'majority' 'sens' '2010' 'hand' 'maine shelley moore capito' 'susan collins' 'care' 'short' 'r' 'senators' 'measure' 'health-care law' 'dismantle' 'aca']"
"","https://www.wsj.com/articles/discovery-communications-and-scripps-networks-in-talks-to-combine-1500416890","2017-07-18T19:28:40-04:00","WSJ NEWS ALERT: Discovery Communications and Scripps Networks in Talks to Combine","596e99bccd4d747d9d000018","Discovery Communications and Scripps Networks in Talks to Combine Discovery Communications is in talks to combine with Scripps Networks Interactive people familiar with the situation said a deal that would unite two media companies trying to chart a course in a cable TV industry being upended by digital consumption. ","WSJ.com","['tlc' 'market valuation' 'discovery communications' 'scripps networks' 'learned' 'chart' 'scripps' 'sp global market intelligence' '8.8' 'network' 'digital consumption' 'cable tv industry' 'course' 'portfolio' 'media companies' 'discovery channel animal planet' 'billion' 'hgtv cooking' 'combine discovery communications' 'namesake' 'terms' 'wsj news alert discovery communications' 'brands' 'situation said' '15 billion' 'combine' 'channel' 'scripps networks interactive']"
"","https://www.wsj.com/articles/trump-and-putin-met-for-second-time-at-g-20-white-house-says-1500419605","2017-07-18T19:47:19-04:00","WSJ NEWS ALERT: Trump and Putin Held a Second Private Talk at G-20 Dinner","596e9e23cd4d747d9d00001b","Trump and Putin Held a Second Private Talk at G-20 Dinner U.S. President Donald Trump and Russian President Vladimir Putin held a second previously undisclosed talk on the sidelines of the Group of 20 summit in Hamburg earlier this month a White House official said Tuesday. ","WSJ.com","['donald trump' 'trump' 'g-20 dinner u.s.' 'second' 'place' '20' 'leaders' 'group' 'secretary' 'wsj news alert trump' 'conversation' 'vladimir putin' 'hamburg' 'g-20 dinner' 'summit' 'sidelines' 'white house' 'putin' 'rex tillerson' 'russian president' 'important meeting..']"
"","https://www.wsj.com/articles/morgan-stanleys-earnings-revenue-beat-expectations-1500462061","2017-07-19T07:23:13-04:00","WSJ NEWS ALERT: Morgan Stanley's Earnings Revenue Beat Expectations","596f412dcd4d741703000002","Morgan Stanley's Earnings Revenue Beat Expectations Morgan Stanley said its second-quarter profit rose to $1.76 billion as the Wall Street firm wrapped up the earnings season for large U.S. banks. ","WSJ.com","['earnings season' bank's 'wall street analysts' 'second-quarter profit' morgan stanley's earnings 'billion' 'u.s.' wsj news alert morgan stanley's earnings '1.76' 'wall street firm' 'peers' 'expectations' 'shares' 'expectations morgan stanley' 'banks' 'revenue' 'earnings' '2.1 premarket']"
"","https://www.wsj.com/articles/how-a-saudi-prince-unseated-his-cousin-to-become-the-kingdoms-heir-apparent-1500473999","2017-07-19T10:50:12-04:00","WSJ NEWS ALERT: How a Saudi Prince Unseated His Cousin to Become the Kingdom's Heir Apparent","596f71c2cd4d741703000004","How a Saudi Prince Unseated His Cousin to Become the Kingdom's Heir Apparent The ascent of Saudi Arabia's Prince Mohammed bin Salman in June marked a reordering of power with profound implications for one of the world's wealthiest and most secretive countries. ","WSJ.com","['prince' saudi arabia's 'move' 'salman' 'become' 'years ago' 'shows' 'ascent' 'secretive countries' faction's 'king' 'saudi' 'unseated' '53' 'bin' 'cousin' 'profound implications' 'saud' 'one' 'succession fight' kingdom's heir apparent 'power' 'drama' 'another' 'brothers' 'throne' 'wealthiest' 'mohammed' 'inside look']"
"","https://www.wsj.com/articles/sen-john-mccain-diagnosed-with-brain-cancer-1500511475","2017-07-19T21:12:41-04:00","WSJ NEWS ALERT: Sen. John McCain Diagnosed With Brain Cancer","597003a2cd4d74170300002a","Sen. John McCain Diagnosed With Brain Cancer Sen. John McCain (R. Ariz.) who has been out this week recovering from surgery has been diagnosed with a type of brain cancer his office disclosed on Wednesday. ","WSJ.com","['brain cancer' 'john mccain' 'r' 'john mccain diagnosed' 'medical team' 'type' 'consultations' 'return' 'senate' 'ariz' 'brain cancer sen' 'surgery']"
"","https://www.wsj.com/articles/ecb-reiterates-commitment-to-bond-buying-program-1500551922","2017-07-20T09:53:56-04:00","WSJ NEWS ALERT: ECB to Discuss Future of Bond Buys in Fall","5970b60dcd4d74170300002f","Investors have been looking for further clues as to the future of the program following hints from Mr. Draghi in a speech late last month that it may be time to consider a reduction in stimulus as growth accelerates. ","WSJ.com","['stimulus' 'program' european central bank policy makers haven't 'bond buys' 'wsj news alert ecb' 'ecb' 'bond-purchase program' 'hints' 'reduction' 'clues' 'fall president' 'discuss' 'growth accelerates' 'speech' 'end' 'mr. draghi' 'future' 'mario draghi' 'investors']"
"","https://www.wsj.com/articles/jeff-sessions-says-he-to-plans-on-continuing-as-attorney-general-1500562008","2017-07-20T11:10:30-04:00","WSJ NEWS ALERT: Attorney General Sessions Plans to Stay in Post After Rebuke by Trump","5970c803cd4d741703000035","Attorney General Sessions Plans to Stay in Post After Rebuke by Trump Attorney General Jeff Sessions said he has no plans to leave the Justice Department and will wholeheartedly pursue the Trump administration's priorities despite President Donald Trump's comment in a recent interview that he regretted appointing Mr.","WSJ.com","['priorities' 'continue' 'attorney' 'rebuke' 'wholeheartedly pursue' 'kind' 'recent interview' 'work' 'mr' 'trump' 'justice' 'jeff sessions' i'm 'comment' 'sessions plans' 'department' 'press conference' 'effective way' 'justice department' donald trump's 'the work' 'sessions']"
"","https://www.wsj.com/articles/financier-anthony-scaramucci-to-be-named-white-house-communications-director-1500607948","2017-07-20T23:58:17-04:00","WSJ NEWS ALERT: Financier Anthony Scaramucci Likely to Be Named White House Communications Director","59717beccd4d745003000004","Financier Anthony Scaramucci Likely to Be Named White House Communications Director Financier Anthony Scaramucci a top donor to President Donald Trump during the campaign is expected to be named White House communications director on Friday two White House officials said. ","WSJ.com","['firm' 'top donor' 'years old' 'white house' 'george sifakis' 'financier anthony scaramucci' 'role' 'top candidate' 'communications director' 'director' 'mike dubke' 'liaison' 'founder' 'financier anthony scaramucci likely' 'communications' 'wsj news alert financier anthony scaramucci likely' 'hedge-fund' 'mr. scaramucci' 'end' 'skybridge capital' 'donald trump' 'white house officials said' 'campaign' 'white house communications director' '53']"
"","https://www.wsj.com/articles/sean-spicer-resigns-as-white-house-press-secretary-1500653457","2017-07-21T12:28:33-04:00","WSJ NEWS ALERT: Spicer Quits as White House Press Secretary Objecting to New Communications Chief","59722bb7cd4d745003000015","Spicer Quits as White House Press Secretary Objecting to New Communications Chief White House press secretary Sean Spicer resigned over objections that President Donald Trump has hired financier Anthony Scaramucci as his new communications director a White House official said. ","WSJ.com","['spicer quits' 'anthony scaramucci' 'wsj news alert spicer quits' 'donald trump' 'communications' 'financier' 'chief' 'white house communications team' 'white house press secretary' 'secretary objecting' 'white house' 'sean spicer' 'mr. spicer' 'transition' 'white house press' 'decision' 'new communications director' 'official said' 'objections']"
"","https://www.wsj.com/articles/jared-kushner-releases-details-on-previously-undisclosed-meeting-with-russian-ambassador-1500890433","2017-07-24T06:16:53-04:00","WSJ NEWS ALERT: Kushner Had Undisclosed Meeting With Russian Ambassador","5975c91bcd4d745003000046","Kushner Had Undisclosed Meeting With Russian Ambassador Jared Kushner President Donald Trump's son-in-law and a senior White House adviser released details of his contacts with Russian officials and businesspeople in the two years since Mr. Trump launched his presidential campaign in the summer of 2015 including a previously undisclosed meeting with the Russian ambassador in April 2016. ","WSJ.com","['meeting' 'presidential campaign' 'kushner' 'businesspeople' 'ambassador' 'washington d.c. wsj news alert kushner' 'details' '2016' 'mr. trump' 'hotel' 'russian ambassador' 'effective nominee--mr' 'officials' donald trump's 'senior white house adviser' 'contacts' 'mayflower' 'russian' 'summer' 'event' '2015' 'sergei kislyak' 'son-in-law' 'jared kushner' 'undisclosed meeting' party's]"
"","https://www.wsj.com/articles/china-prepares-for-a-crisis-along-north-korea-border-1500928838","2017-07-24T17:05:12-04:00","WSJ NEWS ALERT: China Prepares for a Crisis Along North Korea Border","59766124cd4d745003000062","China Prepares for a Crisis Along North Korea Border China has been bolstering defenses along its 880-mile frontier with North Korea and realigning forces in surrounding regions to prepare for a potential crisis across their border including the possibility of a U.S. military strike. ","WSJ.com","['border' korea's 'military strike' 'review' 'wsj news alert china prepares' 'nuclear weapons' 'pyongyang' 'crisis' 'coincide' 'china' 'possibility' 'pressure' 'interviews' 'beijing' 'government websites' 'warnings' 'forces' 'u.s.' 'military action' 'regions' 'korea' 'defenses' 'donald trump' 'potential crisis' 'changes' 'china prepares' 'experts' 'recent months' '880-mile frontier' 'preparations' 'rein']"
"","https://www.wsj.com/articles/michael-kors-to-buy-jimmy-choo-for-1-17-billion-in-all-cash-deal-1500965373","2017-07-25T03:18:54-04:00","WSJ NEWS ALERT: Michael Kors to Buy Jimmy Choo for $1.17 Billion","5976f0fbcd4d74500300006b","Jimmy Choo has been on the block since April when European investment fund JAB Holding said it was putting the high-end shoe maker up for sale as it looks to focus on its restaurant and coffee holdings. ","WSJ.com","['focus' 'jab holding' 'coffee holdings' '1.17 billion.' 'company' 'jimmy choo' 'restaurant' 'buy jimmy choo' '1.17' 'core market slows' 'new avenues' 'european investment fund' 'block' 'shoes' 'growth' 'focuses' 'accessories' 'wsj news alert michael kors' 'billion' 'michael kors' 'billion luxury-fashion' 'high-end shoe maker' 'handbags' 'sale']"
